Nombre,Precio,Gastos_Comunes,Ubicacion,Metros,Habitaciones,Baños
"La Florida, Llanquihue 6290",$ 530.000,$ 90.000,"La Florida, Llanquihue 6290",57 m²,2,2
"San Miguel, Arriendo departamento san miguel con lindo balcon",$ 410.000,$ 90.000,"San Miguel, Arriendo departamento san miguel con lindo balcon",41 m²,2,1
"Estación Central, Padre Hurtado",$ 296.000,$ 65.000,"Estación Central, Padre Hurtado",49 m²,2,1
"Quinta Normal, Coronel Robles. Metro Gruta de Lourdes (94532)",$ 373.000,$ 65.000,"Quinta Normal, Coronel Robles. Metro Gruta de Lourdes (94532)",48 m²,2,1
"Santiago, San diego",$ 300.000,$ 50.000,"Santiago, San diego",50 m²,2,1
"La Florida, Avenida Vicuña Mackenna Poniente",$ 400.000,$ 65.000,"La Florida, Avenida Vicuña Mackenna Poniente",37 m²,1,1
"Santiago, Jose miguel carrera 277",$ 320.000,$ 90.000,"Santiago, Jose miguel carrera 277",35 m²,1,1
"Santiago, General Bulnes metro Cumming",$ 265.000,$ 65.000,"Santiago, General Bulnes metro Cumming",37 m²,1,1
"Renca, La mejor oportunidad de arriendo en la comuna de renca",$ 350.000,$ 70.000,"Renca, La mejor oportunidad de arriendo en la comuna de renca",39 m²,2,1
"Santiago, Beaucheff / Club Hipico",$ 600.000,$ 3,"Santiago, Beaucheff / Club Hipico",71 m²,3,2
"Santiago, Catedral / Manuel Rodríguez",$ 320.000,$ 70.000,"Santiago, Catedral / Manuel Rodríguez",36 m²,1,1
"Santiago, Sargento Aldea",$ 280.000,$ 70.000,"Santiago, Sargento Aldea",52 m²,2,2
"Santiago, Santa Elena 1790",$ 280.000,$ 70.000,"Santiago, Santa Elena 1790",0 m²,1,1
"Independencia, Gamero",$ 300.000,$ 80.000,"Independencia, Gamero",32 m²,1,1
"Santiago, Santa Elena 1790",$ 350.000,$ 75.000,"Santiago, Santa Elena 1790",0 m²,1,1
"Ñuñoa, Zañartu",$ 500.000,$ 95.000,"Ñuñoa, Zañartu",37 m²,1,1
"Padre Hurtado, el manzano sur",$ 380.000,$ 50.000,"Padre Hurtado, el manzano sur",56 m²,3,1
"La Florida, Llanuihue 6290",$ 490.000,$ 85.000,"La Florida, Llanuihue 6290",57 m²,2,2
"Quinta Normal, Avenida Mapocho",$ 450.000,$ 130.000,"Quinta Normal, Avenida Mapocho",45 m²,3,1
"Recoleta, La virgen",$ 650.000,$ 90.000,"Recoleta, La virgen",50 m²,2,2
"Santiago, Avenida Manuel Antonio Matta",$ 360.000,$ 100.000,"Santiago, Avenida Manuel Antonio Matta",45 m²,2,1
"Estación Central, Coronel Souper",$ 350.000,$ 70.000,"Estación Central, Coronel Souper",42 m²,2,1
"Santiago, Arriendo Depto. 1D1B San Isidro/Marin (112866)",$ 290.000,$ 55.000,"Santiago, Arriendo Depto. 1D1B San Isidro/Marin (112866)",33 m²,1,1
"Santiago, Lira",$ 360.000,$ 80.000,"Santiago, Lira",38 m²,2,1
"La Cisterna, Arriendo depto. Calle madame bolland (99122)",$ 450.000,$ 100.000,"La Cisterna, Arriendo depto. Calle madame bolland (99122)",58 m²,2,1
"San Miguel, Frankfort",$ 480.000,$ 120.000,"San Miguel, Frankfort",74 m²,3,2
"Santiago, Amplio depto cercano a metro lo vial",$ 500.000,$ 120.000,"Santiago, Amplio depto cercano a metro lo vial",81 m²,2,2
"Santiago, Se arrienda depto 1d 1b con terraza independencia",$ 260.000,$ 50.000,"Santiago, Se arrienda depto 1d 1b con terraza independencia",33 m²,1,1
"La Florida, Metro bellavista de la florida",$ 450.000,$ 90.000,"La Florida, Metro bellavista de la florida","51,73 m²",2,2
"Santiago, Excelente depto en barrio argomedo, santa isabel",$ 450.000,$ 130.000,"Santiago, Excelente depto en barrio argomedo, santa isabel",45 m²,2,2
"La Cisterna, Arrienda departamento 1d+1b a pasos metro la cisterna",$ 290.000,$ 77.000,"La Cisterna, Arrienda departamento 1d+1b a pasos metro la cisterna",36 m²,1,1
"Estación Central, Ecuador /Las Rejas",$ 320.000,$ 45.000,"Estación Central, Ecuador /Las Rejas",43 m²,2,2
"La Cisterna, Arrienda departamento 1d+1b a pasos metro la cisterna",$ 290.000,$ 77.000,"La Cisterna, Arrienda departamento 1d+1b a pasos metro la cisterna",36 m²,1,1
"Estación Central, Ecuador /Las Rejas",$ 320.000,$ 45.000,"Estación Central, Ecuador /Las Rejas",43 m²,2,2
"Providencia, Carlos antunez, p. De valdivia 1d 1b",$ 630.000,$ 87.000,"Providencia, Carlos antunez, p. De valdivia 1d 1b",46 m²,1,1
"Ñuñoa, Zañartu",$ 300.000,$ 70.000,"Ñuñoa, Zañartu",36 m²,1,1
"Cerrillos, Martín de Solier",$ 160.000,$ 60.000,"Cerrillos, Martín de Solier",32 m²,1,1
"Estación Central, Conde del Maule",$ 300.000,$ 56.000,"Estación Central, Conde del Maule",30 m²,1,1
"Cerrillos, Martín de Solier",$ 190.000,$ 60.000,"Cerrillos, Martín de Solier",32 m²,1,1
"Cerrillos, Martín de Solier",$ 190.000,$ 60.000,"Cerrillos, Martín de Solier",32 m²,1,1
"Cerrillos, Martín de Solier",$ 165.000,$ 60.000,"Cerrillos, Martín de Solier",32 m²,1,1
"Cerrillos, Martín de Solier",$ 160.000,$ 50.000,"Cerrillos, Martín de Solier",33 m²,1,1
"Cerrillos, Martín de Solier",$ 160.000,$ 50.000,"Cerrillos, Martín de Solier",33 m²,1,1
"Santiago, Departamento 2D,1B (112127)",$ 390.000,$ 120.000,"Santiago, Departamento 2D,1B (112127)",47 m²,2,1
"Santiago, ¡promoción! depto 1d 1b remodelado - cercano metro",$ 320.000,$ 70.000,"Santiago, ¡promoción! depto 1d 1b remodelado - cercano metro",53 m²,1,1
"Santiago, A pasos de metro toesca",$ 360.000,$ 86.000,"Santiago, A pasos de metro toesca",42 m²,2,1
"La Florida, Vive en lo alto depto nuevo 2d+2b – mejor sector la florida","UF 14,80",$ 100.000,"La Florida, Vive en lo alto depto nuevo 2d+2b – mejor sector la florida",66 m²,2,2
"La Florida, Depto nuevo 2d+2b – mejor sector la florida","UF 14,80",$ 100.000,"La Florida, Depto nuevo 2d+2b – mejor sector la florida",66 m²,2,2
"Santiago, Metro matta",$ 380.000,$ 100.000,"Santiago, Metro matta",55 m²,2,1
"Santiago, Coquimbo / Vicuña Mackenna, Santiago",$ 400.000,$ 110.000,"Santiago, Coquimbo / Vicuña Mackenna, Santiago",50 m²,3,1
"San Miguel, Depto mariposa piso 16 metro c del niño (112601)",$ 460.000,$ 100.000,"San Miguel, Depto mariposa piso 16 metro c del niño (112601)",52 m²,2,2
"Puente Alto, Sanchez Fontecilla 3989",$ 500.000,$ 80.000,"Puente Alto, Sanchez Fontecilla 3989",80 m²,3,2
"La Florida, 2D1B1E1BX zona residencial de la florida (112061)",$ 410.000,$ 120.000,"La Florida, 2D1B1E1BX zona residencial de la florida (112061)",42 m²,2,1
"Macul, Sergio Viera de Melo 6400",$ 360.000,$ 100.000,"Macul, Sergio Viera de Melo 6400",45 m²,1,1
"Estación Central, Carlos pezoa veliz 0143",$ 360.000,$ 100.000,"Estación Central, Carlos pezoa veliz 0143",55 m²,2,2
"Santiago, Departamento en venta huerfanos 1880",$ 550.000,$ 110.000,"Santiago, Departamento en venta huerfanos 1880",65 m²,3,2
"Las Condes, Arriendo Alsacia 100 (112270)","UF 80,00",$ 600.000,"Las Condes, Arriendo Alsacia 100 (112270)",298 m²,4,5
"Santiago, Arrienda departamento 1d+1b a pasos metro parque almagro",$ 230.000,$ 65.000,"Santiago, Arrienda departamento 1d+1b a pasos metro parque almagro",30 m²,1,1
"Santiago, Depto 2 dorm, 1 B, Hosp San Borja Metro Matta (112252)",$ 370.000,$ 73.000,"Santiago, Depto 2 dorm, 1 B, Hosp San Borja Metro Matta (112252)",41 m²,2,1
"Santiago, Zenteno 1482",$ 350.000,$ 55.000,"Santiago, Zenteno 1482",41 m²,2,1
"Ñuñoa, Nuevo y Lindo Depto 1D1B - M. Irarrazabal (111943)","UF 13,47",$ 106.000,"Ñuñoa, Nuevo y Lindo Depto 1D1B - M. Irarrazabal (111943)","34,6 m²",1,1
"Las Condes, Isidora Goyenechea Moderno Depto Arriendo (112162)",$ 2.299.000,$ 550.000,"Las Condes, Isidora Goyenechea Moderno Depto Arriendo (112162)",320 m²,2,4
"San Ramón, Alpacatal con ramon barros luco",$ 400.000,$ 5.000,"San Ramón, Alpacatal con ramon barros luco",64 m²,3,1
"Santiago, Metro parque ohiggins - lord cochrane 1431",$ 320.000,$ 55.000,"Santiago, Metro parque ohiggins - lord cochrane 1431",29 m²,1,1
"Santiago, Depto., Lord Cochrane, cerca Metro La Moneda (89338)",$ 300.000,$ 100.000,"Santiago, Depto., Lord Cochrane, cerca Metro La Moneda (89338)",40 m²,2,1
"Estación Central, Coronel souper 4060, estacion central",$ 200.000,$ 70.000,"Estación Central, Coronel souper 4060, estacion central",45 m²,2,1
"Quinta Normal, Juan de barros 3885",$ 300.000,$ 65.000,"Quinta Normal, Juan de barros 3885",50 m²,3,1
"Santiago, Arriendo Dpto Estudio Arturo Prat Santiago (102206)",$ 240.000,$ 70.000,"Santiago, Arriendo Dpto Estudio Arturo Prat Santiago (102206)",20 m²,1,1
"Estación Central, Francisco zelada n° 76",$ 200.000,$ 66.000,"Estación Central, Francisco zelada n° 76",45 m²,1,1
"Quinta Normal, Compañia 4464",$ 300.000,$ 65.000,"Quinta Normal, Compañia 4464",56 m²,3,1
"San Joaquín, Pintor Cicarelli",$ 385.000,$ 70.000,"San Joaquín, Pintor Cicarelli",40 m²,2,1
"Cerrillos, Martín de Solier",$ 160.000,$ 50.000,"Cerrillos, Martín de Solier",33 m²,1,1
"La Florida, Calle Nueva",$ 500.000,$ 100.000,"La Florida, Calle Nueva",54 m²,2,2
"La Florida, Garcia hurtado 7660 la florida",$ 450.000,$ 81.000,"La Florida, Garcia hurtado 7660 la florida",47 m²,2,1
"Ñuñoa, San Eugenio",$ 450.000,$ 70.000,"Ñuñoa, San Eugenio","41,87 m²",1,1
"Ñuñoa, San Eugenio",$ 450.000,$ 70.000,"Ñuñoa, San Eugenio","41,87 m²",1,1
"Macul, Condominio Parque Mackenna. Metro Camino Agricola. Macul",$ 340.000,$ 90.000,"Macul, Condominio Parque Mackenna. Metro Camino Agricola. Macul",30 m²,1,1
"Estación Central, Toro Mazotte",$ 250.000,$ 120.000,"Estación Central, Toro Mazotte",32 m²,1,1
"Santiago, Avenida Santa Rosa",$ 290.000,$ 80.000,"Santiago, Avenida Santa Rosa",30 m²,1,1
"Maipú, Avenida Los Pajaritos",$ 320.000,$ 70.000,"Maipú, Avenida Los Pajaritos",64 m²,3,2
"Santiago, Padre Miguel de Olivares",$ 450.000,$ 100.000,"Santiago, Padre Miguel de Olivares",45 m²,2,2
"Ñuñoa, San eugenio",$ 450.000,$ 60.000,"Ñuñoa, San eugenio",0 m²,1,1
"Ñuñoa, San Eugenio",$ 450.000,$ 70.000,"Ñuñoa, San Eugenio","41,87 m²",1,1
"San Miguel, ¡promoción! dpto 3d 1b + estacionamiento + bod",$ 380.000,$ 85.000,"San Miguel, ¡promoción! dpto 3d 1b + estacionamiento + bod",45 m²,3,1
"Santiago, Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",$ 326.000,$ 95.000,"Santiago, Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",36 m²,1,1
"Santiago, Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",$ 326.000,$ 95.000,"Santiago, Calle Libertad 2726, Santiago. Cercano a metro Union Latinoamericana",36 m²,1,1
"Macul, Cerca calle rodrigo de araya con avenida macul",$ 600.000,$ 95.000,"Macul, Cerca calle rodrigo de araya con avenida macul",63 m²,2,2
"Ñuñoa, Guillermo Mann",$ 450.000,$ 70.000,"Ñuñoa, Guillermo Mann",38 m²,1,1
"Independencia, Avenida Inglaterra",$ 200.000,$ 60.000,"Independencia, Avenida Inglaterra",32 m²,1,1
"San Miguel, Avenida Centenario",$ 350.000,$ 50.000,"San Miguel, Avenida Centenario",38 m²,1,1
"San Miguel, Entre metro ciudad del niño y departamental",$ 530.000,$ 150.000,"San Miguel, Entre metro ciudad del niño y departamental",67 m²,3,2
"Santiago, Estudio con Estacionamiento y Bodega (111692)",$ 300.000,$ 70.000,"Santiago, Estudio con Estacionamiento y Bodega (111692)",0 m²,1,1
"Las Condes, Enrique foster - pdte riesco",$ 2.500.000,$ 350.000,"Las Condes, Enrique foster - pdte riesco",268 m²,3,3
"Santiago, Metro matta, santiago centro",$ 370.000,$ 85.000,"Santiago, Metro matta, santiago centro",78 m²,2,1
"Ñuñoa, Zañartu",$ 420.000,$ 85.000,"Ñuñoa, Zañartu",40 m²,1,1
"Santiago, San diego/ e.Ramírez -  metro p.Almagro",$ 330.000,$ 40.000,"Santiago, San diego/ e.Ramírez -  metro p.Almagro",30 m²,1,1
"Providencia, Roberto del rio, el vergel","UF 17,00",$ 110.000,"Providencia, Roberto del rio, el vergel",45 m²,1,1
"Santiago, Departamento 1D, 1B, Metro Quinta Normal (42847)",$ 300.000,$ 65.000,"Santiago, Departamento 1D, 1B, Metro Quinta Normal (42847)",30 m²,1,1
"La Florida, Lía Aguirre",$ 530.000,$ 80.000,"La Florida, Lía Aguirre",58 m²,2,2
"La Cisterna, José ureta",$ 320.000,$ 70.000,"La Cisterna, José ureta",30 m²,1,1
"La Florida, Amplio Departamento/Walker Martínez 1100 (102281)",$ 580.000,$ 75.000,"La Florida, Amplio Departamento/Walker Martínez 1100 (102281)",70 m²,2,2
"San Miguel, Entre tercera y cuarta transversal",$ 420.000,$ 100.000,"San Miguel, Entre tercera y cuarta transversal",60 m²,2,2
"Estación Central, Departamento en arriendo de 3 dorm. En estación central",$ 450.000,$ 60.000,"Estación Central, Departamento en arriendo de 3 dorm. En estación central",52 m²,3,1
"San Joaquín, Avenida Vicuña Mackenna 2289",$ 370.000,$ 40.000,"San Joaquín, Avenida Vicuña Mackenna 2289",36 m²,1,1
"Cerrillos, Buzeta 4027",$ 311.000,$ 82.000,"Cerrillos, Buzeta 4027",0 m²,1,1
"San Miguel, Departamento 2D+1B+ 1E, San Miguel (111424)",$ 450.000,$ 70.000,"San Miguel, Departamento 2D+1B+ 1E, San Miguel (111424)",46 m²,2,1
"Independencia, Moderno y acogedor departamento mariposa. (111273)",$ 440.000,$ 125.000,"Independencia, Moderno y acogedor departamento mariposa. (111273)",52 m²,2,2
"Independencia, Independencia stgo.",$ 330.000,$ 40.000,"Independencia, Independencia stgo.",42 m²,2,1
"Macul, Macul hermoso depto (111260)","UF 11,50",$ 103.000,"Macul, Macul hermoso depto (111260)",36 m²,1,1
"Ñuñoa, avenida echeñique 4016",$ 500.000,$ 125.000,"Ñuñoa, avenida echeñique 4016",38 m²,1,1
"Santiago, cerca club hipico (98341)",$ 600.000,$ 1,"Santiago, cerca club hipico (98341)",58 m²,2,2
"Lo Barnechea, Arriendo Depto. Camino el Huinganal. (111280)","UF 63,00",$ 530.000,"Lo Barnechea, Arriendo Depto. Camino el Huinganal. (111280)","251,41 m²",5,4
"Santiago, Departamento metro Bellas Artes, Equipado (111246)",$ 370.000,$ 70.000,"Santiago, Departamento metro Bellas Artes, Equipado (111246)",30 m²,1,1
"Santiago, Av balmaceda #2720, santiago",$ 450.000,$ 125.000,"Santiago, Av balmaceda #2720, santiago",57 m²,2,2
"Recoleta, Recoleta - Cementerios - Avda Mexico",$ 430.000,$ 90.000,"Recoleta, Recoleta - Cementerios - Avda Mexico",70 m²,3,2
"Recoleta, Recoleta - Cementerios - Avda Mexico",$ 430.000,$ 90.000,"Recoleta, Recoleta - Cementerios - Avda Mexico",70 m²,3,2
"Santiago, Alameda y san sidro",USD 260.000,$ 75.000,"Santiago, Alameda y san sidro",33 m²,1,1
"Independencia, Plaza Chacabuco (56261)",$ 270.000,$ 65.000,"Independencia, Plaza Chacabuco (56261)",32 m²,1,1
"Ñuñoa, Zañartu, Ñuñoa",$ 580.000,$ 140.000,"Ñuñoa, Zañartu, Ñuñoa",65 m²,2,2
"Independencia, Pablo urzua entre adolfo ossa y francisco hinojosa",$ 270.000,$ 80.000,"Independencia, Pablo urzua entre adolfo ossa y francisco hinojosa",41 m²,1,1
"Independencia, Pablo urzua",$ 240.000,$ 80.000,"Independencia, Pablo urzua",31 m²,1,1
"La Cisterna, Gran avenida",$ 590.000,$ 120.000,"La Cisterna, Gran avenida",75 m²,3,2
"Ñuñoa, Julio prado n° 1855",$ 650.000,$ 150.000,"Ñuñoa, Julio prado n° 1855",55 m²,2,2
"Quinta Normal, Patria nueva 716, quinta normal",$ 450.000,$ 85.000,"Quinta Normal, Patria nueva 716, quinta normal",59 m²,2,1
"Las Condes, Se arrienda departamento remodelado (111096)",$ 1.100.000,$ 160.000,"Las Condes, Se arrienda departamento remodelado (111096)",100 m²,2,2
"Ñuñoa, Juan Francisco González - Simón Bolívar",$ 1.590.000,$ 300.000,"Ñuñoa, Juan Francisco González - Simón Bolívar",195 m²,3,3
"Quinta Normal, Luminoso departamento 2h-1b-terraza.  (111108)",$ 300.000,$ 65.000,"Quinta Normal, Luminoso departamento 2h-1b-terraza.  (111108)",43 m²,2,1
"Estación Central, Placilla",$ 262.500,$ 90.000,"Estación Central, Placilla",40 m²,2,1
"Estación Central, Abtao",$ 260.000,$ 50.000,"Estación Central, Abtao",31 m²,1,1
"Las Condes, Las Condes con La Cabaña","UF 34,00",$ 220.000,"Las Condes, Las Condes con La Cabaña","92,82 m²",2,2
"La Cisterna, Avenida María",$ 420.000,$ 140.000,"La Cisterna, Avenida María",50 m²,2,1
"Santiago, San diego","UF 8,20",$ 80.000,"Santiago, San diego",32 m²,1,1
"Santiago, San Diego con Cóndor",$ 450.000,$ 170.000,"Santiago, San Diego con Cóndor","64,53 m²",2,2
"Santiago, Maturana 750, santiago",$ 300.000,$ 60.000,"Santiago, Maturana 750, santiago",30 m²,1,1
"La Florida, Santa amalia 3544",$ 480.000,$ 60.000,"La Florida, Santa amalia 3544",58 m²,3,2
"Ñuñoa, Dublé Almeyda / P. de Valdivia",$ 550.000,$ 80.000,"Ñuñoa, Dublé Almeyda / P. de Valdivia",45 m²,1,2
"Santiago, Lira con Santa Isabel",$ 400.000,$ 100.000,"Santiago, Lira con Santa Isabel",48 m²,2,1
"Santiago, Depto frente al GAM (110821)",$ 980.000,$ 140.000,"Santiago, Depto frente al GAM (110821)",122 m²,4,2
"Maipú, Departamento en Arriendo (110897)",$ 580.000,$ 90.000,"Maipú, Departamento en Arriendo (110897)","74,5 m²",2,1
"La Florida, Metro Vicente Valdés",$ 380.000,$ 60.000,"La Florida, Metro Vicente Valdés",51 m²,2,1
"Santiago, Portugal - Coquimbo",$ 430.000,$ 110.000,"Santiago, Portugal - Coquimbo",65 m²,2,2
"Quinta Normal, Matucana",$ 500.000,$ 130.000,"Quinta Normal, Matucana",50 m²,3,1
"La Cisterna, Avenida María",$ 340.000,$ 90.000,"La Cisterna, Avenida María",58 m²,2,1
"Estación Central, Avenida María Rozas Velásquez",$ 250.000,$ 90.000,"Estación Central, Avenida María Rozas Velásquez",45 m²,1,1
"San Joaquín, Diagonal Santa Elena",$ 350.000,$ 60.000,"San Joaquín, Diagonal Santa Elena",32 m²,1,1
"Santiago, Santa rosa 37",$ 850.000,$ 140.000,"Santiago, Santa rosa 37",0 m²,3,2
"Recoleta, Metro cementerios",$ 280.000,$ 55.000,"Recoleta, Metro cementerios",33 m²,1,1
"La Florida, V. Mackenna / barcelona",$ 300.000,$ 80.000,"La Florida, V. Mackenna / barcelona",49 m²,2,1
"La Florida, La concepción- walker martinez",$ 645.000,$ 110.000,"La Florida, La concepción- walker martinez",67 m²,2,2
"Independencia, Hipódromo Chile",$ 480.000,$ 110.000,"Independencia, Hipódromo Chile",65 m²,2,2
"Ñuñoa, Guillermo Mann",$ 450.000,$ 85.000,"Ñuñoa, Guillermo Mann",36 m²,1,1
"Santiago, Metro Moneda arriendo depto 1 dormitorio (110239)",$ 280.000,$ 75.000,"Santiago, Metro Moneda arriendo depto 1 dormitorio (110239)",29 m²,1,1
"La Florida, Froilan Roa con Mirador Azul",$ 360.000,$ 65.000,"La Florida, Froilan Roa con Mirador Azul",29 m²,1,1
"Santiago, Se arrienda dpto remodelado 1D1B  (110292)",$ 280.000,$ 55.000,"Santiago, Se arrienda dpto remodelado 1D1B  (110292)",38 m²,1,1
"Vitacura, Las nieves 3dormitorios + s.Estar + 2 servicios- p. Bicenten","UF 80,00",$ 350.000,"Vitacura, Las nieves 3dormitorios + s.Estar + 2 servicios- p. Bicenten",301 m²,5,4
"Santiago, Santa victoria & lira",$ 550.000,$ 130.000,"Santiago, Santa victoria & lira",70 m²,3,2
"San Miguel, Avenida Santa Rosa",$ 320.000,$ 70.000,"San Miguel, Avenida Santa Rosa",48 m²,2,1
"La Cisterna, Depto full amoblado, metro Lo Ovalle (110092)",$ 340.000,$ 45.000,"La Cisterna, Depto full amoblado, metro Lo Ovalle (110092)",27 m²,1,1
"La Cisterna, Lindo Depto en Carvajal  (110158)",$ 430.000,$ 100.000,"La Cisterna, Lindo Depto en Carvajal  (110158)",55 m²,2,2
"La Cisterna, Nuevo Depto en La Cisterna (110154)",$ 420.000,$ 100.000,"La Cisterna, Nuevo Depto en La Cisterna (110154)",55 m²,2,2
"Santiago, Manuel Rodriguez Sur 772",$ 250.000,$ 100.000,"Santiago, Manuel Rodriguez Sur 772",35 m²,1,1
"Santiago, Mapocho 2502",$ 390.000,$ 100.000,"Santiago, Mapocho 2502",58 m²,2,2
"La Florida, Vicuña mackenna poniente 6436 metro mirador",$ 310.000,$ 56.000,"La Florida, Vicuña mackenna poniente 6436 metro mirador",33 m²,1,1
"Santiago, Metro cumming - san pablo y rosas",$ 290.000,$ 60.000,"Santiago, Metro cumming - san pablo y rosas",35 m²,1,1
"Independencia, Bezanilla",$ 280.000,$ 85.000,"Independencia, Bezanilla",40 m²,2,1
"Santiago, Club hipico con toesca",$ 270.000,$ 75.000,"Santiago, Club hipico con toesca",30 m²,1,1
"Quinta Normal, Departamento arriendo carrascal",$ 440.000,$ 34.000,"Quinta Normal, Departamento arriendo carrascal",50 m²,3,1
"Ñuñoa, Zañartu /Til Til",$ 430.000,$ 80.000,"Ñuñoa, Zañartu /Til Til",43 m²,2,1
"Santiago, Nataniel cox / parque ohiggins",$ 300.000,$ 80.000,"Santiago, Nataniel cox / parque ohiggins",30 m²,1,1
"Lo Barnechea, Precioso Dpto Exclusivo 4D-5B Los Alerces (109876)","UF 88,00",$ 1.000.000,"Lo Barnechea, Precioso Dpto Exclusivo 4D-5B Los Alerces (109876)",250 m²,3,4
"San Bernardo, Depto 3d-2b, incluye estac. Más ggcc, almirante riveros",$ 550.000,$ 52.000,"San Bernardo, Depto 3d-2b, incluye estac. Más ggcc, almirante riveros",65 m²,3,2
"Estación Central, Las rejas / titan",$ 380.000,$ 85.000,"Estación Central, Las rejas / titan",54 m²,3,1
"Estación Central, Metro Alberto Hurtado",$ 230.000,$ 40.000,"Estación Central, Metro Alberto Hurtado",25 m²,1,1
"Estación Central, Metro Alberto Hurtado",$ 390.000,$ 70.000,"Estación Central, Metro Alberto Hurtado",52 m²,2,2
"Santiago, Parque Almagro",$ 304.065,$ 69.541,"Santiago, Parque Almagro",35 m²,1,1
"Santiago, Parque Almagro",$ 365.400,$ 106.801,"Santiago, Parque Almagro",50 m²,2,1
"Santiago, Parque Almagro",$ 412.815,$ 104.641,"Santiago, Parque Almagro",52 m²,2,2
"Santiago, Tocornal",$ 323.510,$ 67.576,"Santiago, Tocornal",36 m²,1,1
"Quinta Normal, Metro Gruta de Lourdes",$ 292.990,$ 61.000,"Quinta Normal, Metro Gruta de Lourdes",40 m²,1,1
